source_language	source_value	subject_id	predicate_id	translation_language	translation_value	translation_status	translator	translator_expertise	translation_date	comment
en	Severe Epstein Barr virus infection	HP:0031693	rdfs:label	ar	عدوى شديدة بفيروس إيبشتاين بار	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	An unusually severe Epstein Barr virus (EBV) infection.	HP:0031693	IAO:0000115	ar	عدوى شديدة بشكل غير اعتيادي بفيروس إيبشتاين بار (EBV).	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Severe adenovirus infection	HP:0031694	rdfs:label	ar	عدوى شديدة بفيروس الأدينو	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	An unusually severe adenovirus infection.	HP:0031694	IAO:0000115	ar	عدوى شديدة بشكل غير اعتيادي بفيروس الأدينو.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Severe parainfluenza infection	HP:0031695	rdfs:label	ar	عدوى شديدة بفيروس شبه الإنفلونزا	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	An unusually severe infection by a parainfluenza virus.	HP:0031695	IAO:0000115	ar	عدوى شديدة بشكل غير اعتيادي بفيروس شبه الإنفلونزا.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Disseminated viral infection	HP:0031696	rdfs:label	ar	عدوى فيروسية منتشرة	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A viral infection that fails to be contained by the immune system and spreads throughout the body.	HP:0031696	IAO:0000115	ar	عدوى فيروسية لا يستطيع الجهاز المناعي احتواءها فتنتشر في جميع أنحاء الجسم.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Disseminated infection with live vaccine virus	HP:0031697	rdfs:label	ar	عدوى منتشرة بفيروس اللقاح الحي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A dissemination viral infection caused by a live attenuated vaccine virus.	HP:0031697	IAO:0000115	ar	عدوى فيروسية منتشرة يسببها فيروس لقاح حي مضعف.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Disseminated cryptosporidium infection	HP:0031699	rdfs:label	ar	عدوى منتشرة بـ Cryptosporidium	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Failure to contain infection by a protozoan of the genus Cryptosporidium, leading to spread to many parts of the body.	HP:0031699	IAO:0000115	ar	فشل في احتواء عدوى بطفيلي من جنس الكريبتوسبوريديوم، مما يؤدي إلى انتشاره إلى أجزاء عديدة من الجسم.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Increased level of L-fucose in urine	HP:0410067	rdfs:label	ar	زيادة مستوى L-فوكوز في البول	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	An increase in the level of L-fucose in the urine.	HP:0410067	IAO:0000115	ar	زيادة في مستوى L-فوكوز في البول.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Increased level of propylene glycol in blood	HP:0410069	rdfs:label	ar	زيادة مستوى البروبيلين غليكول في الدم	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	An increase in the level of propylene glycol in the blood.	HP:0410069	IAO:0000115	ar	زيادة في مستوى البروبيلين غليكول في الدم.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Increased level of ribitol in urine	HP:0410070	rdfs:label	ar	زيادة مستوى الريبوتول في البول	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	An increase in the level of ribitol in the urine. Ribotol is a crystalline pentose alcohol (C5H12O5) and is a metabolic end product formed by the reduction of ribose.	HP:0410070	IAO:0000115	ar	زيادة في مستوى الريبوتول في البول. الريبوتول هو كحول بنتوز بلوري وهو ناتج استقلابي نهائي يتم تكوينه عن طريق اختزال الرايبوز.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Increased CSF ribitol concentration	HP:0410071	rdfs:label	ar	زيادة تركيز الريبوتول في السائل الدماغي الشوكي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	The concentration of ribitol in the cerebrospinal fluid is above the upper limit of normal.	HP:0410071	IAO:0000115	ar	تركيز الريبوتول في السائل الدماغي الشوكي أعلى من الحد الطبيعي الأقصى.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Increased level of ribose in urine	HP:0410072	rdfs:label	ar	زيادة مستوى الريبوز في البول	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	An increase in the level of ribose in the urine.	HP:0410072	IAO:0000115	ar	زيادة في مستوى الريبوز في البول.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Increased CSF ribose concentration	HP:0410073	rdfs:label	ar	زيادة تركيز الريبوز في السائل الدماغي الشوكي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	The concentration of ribose in the cerebrospinal fluid is above the upper limit of normal.	HP:0410073	IAO:0000115	ar	تركيز الريبوز في السائل الدماغي الشوكي أعلى من الحد الطبيعي الأقصى.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Increased level of xylitol in urine	HP:0410074	rdfs:label	ar	زيادة مستوى الزيلوتول في البول	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	An increase in the level of xylitol in the urine.	HP:0410074	IAO:0000115	ar	زيادة في مستوى الزيلوتول في البول.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Increased CSF xylitol concentration	HP:0410075	rdfs:label	ar	زيادة تركيز الزيلوتول في السائل الدماغي الشوكي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	The concentration of xylitol in the cerebrospinal fluid is above the upper limit of normal.	HP:0410075	IAO:0000115	ar	تركيز الزيلوتول في السائل الدماغي الشوكي أعلى من الحد الطبيعي الأقصى.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Increased level of L-pyroglutamic acid in urine	HP:0410132	rdfs:label	ar	زيادة مستوى L-حمض البيروجلوتاميك في البول	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	An increase in the level of L-pyroglutamic acid in the urine.	HP:0410132	IAO:0000115	ar	زيادة في مستوى L-حمض البيروجلوتاميك في البول.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Physical urticaria	HP:0410134	rdfs:label	ar	شرى فيزيائي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Urticaria caused by physical agents, such as heat, cold, light, friction.	HP:0410134	IAO:0000115	ar	شرى يحدث بسبب عوامل فيزيائية مثل الحرارة، البرودة، الضوء، الاحتكاك.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Abnormality of the gallbladder	HP:0005264	rdfs:label	ar	شذوذ المرارة	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	An abnormality of the gallbladder.	HP:0005264	IAO:0000115	ar	شذوذ في المرارة.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Abnormal jejunum morphology	HP:0005265	rdfs:label	ar	شذوذ مورفولوجيا الصائم	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	An abnormality of the jejunum, i.e., of the middle section of the small intestine.	HP:0005265	IAO:0000115	ar	شذوذ في الصائم، وهو الجزء الأوسط من الأمعاء الدقيقة.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Intestinal polyp	HP:0005266	rdfs:label	ar	سلائل معوية	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A discrete abnormal tissue mass that protrudes into the lumen of the intestine and is attached to the intestinal wall either by a stalk, pedunculus, or a broad base.	HP:0005266	IAO:0000115	ar	كتلة نسيجية غير طبيعية تبرز إلى داخل تجويف الأمعاء ومتصلة بجدار الأمعاء إما بواسطة ساق أو قاعدة عريضة.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Hypoplastic nasal bridge	HP:0005281	rdfs:label	ar	تجسر أنفي ناقص التنسج	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Abnormal nostril morphology	HP:0005288	rdfs:label	ar	شذوذ مورفولوجيا فتحتي الأنف	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Abnormality of the nostril.	HP:0005288	IAO:0000115	ar	شذوذ في فتحة الأنف.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Abnormal nasolabial region morphology	HP:0005289	rdfs:label	ar	شذوذ مورفولوجيا المنطقة الأنفية الشفوية	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Inflammatory arteriopathy	HP:0005291	rdfs:label	ar	تصلب شرياني التهابي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Venous insufficiency	HP:0005293	rdfs:label	ar	قصور وريدي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Arterial dissection	HP:0005294	rdfs:label	ar	تسلخ شرياني	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A separation (dissection) of the layers of an artery.	HP:0005294	IAO:0000115	ar	انفصال (تسلخ) لطبقات الشريان.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Invasive parasitic infection	HP:0031700	rdfs:label	ar	عدوى طفيلية اجتياحية	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A parasitic infection whereby the parasite invades (migrates through) tissues of the infected host.	HP:0031700	IAO:0000115	ar	عدوى طفيلية يتم فيها اجتياح الطفيلي لأنسجة العائل المصاب.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Anterior chamber inflammatory cells	HP:0031701	rdfs:label	ar	خلايا التهابية في الغرفة الأمامية	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	The presence of inflammatory cells in the aqueous humor of the anterior chamber of the eye.	HP:0031701	IAO:0000115	ar	وجود خلايا التهابية في الخلط المائي للغرفة الأمامية للعين.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Anterior chamber red blood cells	HP:0031702	rdfs:label	ar	خلايا الدم الحمراء في الغرفة الأمامية	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	The presence of erythrocyte in the aqueous humor of the anterior chamber of the eye.	HP:0031702	IAO:0000115	ar	وجود كريات الدم الحمراء في الخلط المائي للغرفة الأمامية للعين.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Abnormal ear morphology	HP:0031703	rdfs:label	ar	شذوذ شكل الأذن	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Any structural anomaly of the ear.	HP:0031703	IAO:0000115	ar	أي خلل هيكلي في الأذن.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Abnormal ear physiology	HP:0031704	rdfs:label	ar	خلل فسيولوجيا الأذن	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Any functional anomaly of the ear.	HP:0031704	IAO:0000115	ar	أي خلل وظيفي في الأذن.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Compensatory head posture	HP:0031705	rdfs:label	ar	وضع التعويض الرأسي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A compensatory head posture occurs when the head is deviated out of the normal primary straight head position in order to compensate for an ocular problem.	HP:0031705	IAO:0000115	ar	وضع الرأس التعويضي يحدث عندما يتم تحريك الرأس خارج الوضع الرأسي المستقيم الطبيعي للتعويض عن مشكلة بصرية.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Compensatory chin depression	HP:0031706	rdfs:label	ar	خفض الذقن التعويضي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A tendency to hold the chin depressed (lowered) to compensate for a limitation of eye movement.	HP:0031706	IAO:0000115	ar	ميل إلى خفض (تنزيل) الذقن لتعويض قيد في حركة العين.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Compensatory face turn to the right	HP:0031707	rdfs:label	ar	اتجاه الوجه التعويضي نحو اليمين	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A tendency to turn the face to the right to compensate for a limitation of eye movement.	HP:0031707	IAO:0000115	ar	ميل إلى توجيه الوجه نحو اليمين لتعويض قيد في حركة العين.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Compensatory face turn to the left	HP:0031708	rdfs:label	ar	اتجاه الوجه التعويضي نحو اليسار	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A tendency to turn the face to the left to compensate for a limitation of eye movement.	HP:0031708	IAO:0000115	ar	ميل إلى توجيه الوجه نحو اليسار لتعويض قيد في حركة العين.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Compensatory head tilt to the right shoulder	HP:0031709	rdfs:label	ar	ميل الرأس التعويضي نحو الكتف الأيمن	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A tendency to tilt the head towards the right shoulder to compensate for a limitation of eye movement.	HP:0031709	IAO:0000115	ar	ميل إلى إمالة الرأس نحو الكتف الأيمن لتعويض قيد في حركة العين.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Gastrointestinal infarctions	HP:0005244	rdfs:label	ar	احتشاءات الجهاز الهضمي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Giant hypertrophic gastritis	HP:0005246	rdfs:label	ar	التهاب المعدة الضخامية الضخمة	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A type of gastritis characterized by excessive proliferation of the gastric mucosa and diffuse thickening of the gastric mucosal folds.	HP:0005246	IAO:0000115	ar	نوع من التهاب المعدة يتميز بالنمو المفرط للغشاء المخاطي للمعدة وزيادة في سماكة الطيات المخاطية في المعدة.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Intrahepatic biliary atresia	HP:0005248	rdfs:label	ar	رتق القنوات الصفراوية داخل الكبد	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Atresia in the intrahepatic bile duct.	HP:0005248	IAO:0000115	ar	رتق يحدث في القنوات الصفراوية داخل الكبد.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Functional intestinal obstruction	HP:0005249	rdfs:label	ar	انسداد الأمعاء الوظيفي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	High intestinal obstruction	HP:0005250	rdfs:label	ar	انسداد الأمعاء العالي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Unilateral absence of pectoralis major muscle	HP:0005256	rdfs:label	ar	غياب أحادي العضلة الصدرية الكبرى	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Aplasia (congenital absence) of the pectoralis minor on only one side of the chest.	HP:0005256	IAO:0000115	ar	غياب خلقي أو انعدام العضلة الصدرية الكبرى في جانب واحد من الصدر.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Abnormal facility in opposing the shoulders	HP:0005259	rdfs:label	ar	شذوذ في تسهيل مقابلة الكتفين	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Increased range of shoulder movement related to aplasia or hypoplasia of the clavicles that results in the ability to approximate the shoulders in front of the chest.	HP:0005259	IAO:0000115	ar	زيادة مدى حركة الكتفين نتيجة نقص أو عدم تطور عظم الترقوة مما يؤدي إلى القدرة على تقريب الكتفين أمام الصدر.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Joint hemorrhage	HP:0005261	rdfs:label	ar	نزيف المفصل	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Hemorrhage occurring within a joint.	HP:0005261	IAO:0000115	ar	نزيف يحدث داخل المفصل.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Abnormal synovial membrane morphology	HP:0005262	rdfs:label	ar	شذوذ في شكل الغشاء الزليلي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Any structural anomaly of the synovium, which is a membrane that lines the cavity of synovial joints and consists of a lining layer of macrophage-like synoviocytes and fibroblast-like synoviocytes, as well as a sublining of connective tissue. Synovial cells are thought to contribute to joint homeostasis by secreting various factors such as hyaluronic acid and lubricin important for joint lubrication and function, as well as disposing of the waste products.	HP:0005262	IAO:0000115	ar	أي شذوذ في البنية الهيكلية للغشاء الزليلي الذي يبطن تجويف المفاصل الزليلية ويتكون من طبقة من الخلايا الماكرونية والخلايا الليفية، كما يساهم في الحفاظ على توازن وظيفة المفصل عن طريق إفراز عوامل مثل حمض الهيالورونيك وشحم المفاصل وتخلص من النفايات.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Cold urticaria	HP:0410135	rdfs:label	ar	الشرى البارد	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Urticaria may be caused by cold temperatures.	HP:0410135	IAO:0000115	ar	الشرى الذي قد يسببه درجات الحرارة المنخفضة.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Aquagenic urticaria	HP:0410136	rdfs:label	ar	الشرى المائي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A form of physical urticaria, in which contact with water, regardless of its temperature and source, evokes pruritic follicular wheals on the skin.	HP:0410136	IAO:0000115	ar	شكل من الشرى الفيزيائي حيث يسبب التلامس مع الماء، بغض النظر عن حرارته أو مصدره، ظهور حطاطات حاكة على الجلد.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Solar urticaria	HP:0410137	rdfs:label	ar	الشرى الشمسي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Urticaria in response to exposure to ultraviolet-A (UVA), ultraviolet-B (UVB), visible and rarely infrared light.	HP:0410137	IAO:0000115	ar	الشرى الذي يحدث نتيجة التعرض لأشعة فوق بنفسجية (UVA وUVB)، الضوء المرئي وأحياناً الأشعة تحت الحمراء.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Vibratory urticaria	HP:0410138	rdfs:label	ar	الشرى الاهتزازي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Urticaria in response to dermal vibration, with coincident degranulation of mast cells and increased histamine levels in serum.	HP:0410138	IAO:0000115	ar	الشرى الذي يحدث نتيجة اهتزاز الجلد، مصحوباً بفتح حبيبات الخلايا البدينة وارتفاع مستويات الهيستامين في المصل.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Exercise induced anaphylaxis	HP:0410139	rdfs:label	ar	التأق المُحدث بالتمرين	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Anaphylaxis after physical activity.	HP:0410139	IAO:0000115	ar	التأق الذي يحدث بعد النشاط البدني.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Abnormal circulating biotinidase concentration	HP:0410144	rdfs:label	ar	خلل مستوى البيوتينيداز في الدورة الدموية	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	An abnormality in the biotinidase level, an enzyme that releases biotin from biocytin, the product of biotin-dependent carboxylases degradation.	HP:0410144	IAO:0000115	ar	شذوذ في مستوى البيوتينيداز، وهو إنزيم يحرر البيوتين من البيوسايتين، ناتج تحلل الكربوكسيلاز المعتمد على البيوتين.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Decreased circulating biotinidase concentration	HP:0410145	rdfs:label	ar	انخفاض تركيز البيوتينيداز في الدورة الدموية	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Concentration of biotinidase in the blood circulation below the lower limit of normal. Biotidinase is an enzyme that releases biotin from biocytin, the product of biotin-dependent carboxylases degradation.	HP:0410145	IAO:0000115	ar	تركيز البيوتينيداز في الدورة الدموية يكون أقل من الحد الأدنى للطبيعي. البيوتينيداز هو إنزيم يحرر البيوتين من البيوسايتين، ناتج تحلل الكربوكسيلاز المعتمد على البيوتين.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Elevated circulating biotinidase concentration	HP:0410146	rdfs:label	ar	ارتفاع تركيز البيوتينيداز في الدورة الدموية	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Concentration of biotinidase in the blood circulation above the upper limit of normal. Biotidinase is an enzyme that releases biotin from biocytin, the product of biotin-dependent carboxylases degradation.	HP:0410146	IAO:0000115	ar	تركيز البيوتينيداز في الدورة الدموية يكون أعلى من الحد الأقصى للطبيعي. البيوتينيداز هو إنزيم يحرر البيوتين من البيوسايتين، ناتج تحلل الكربوكسيلاز المعتمد على البيوتين.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Eosinophilic infiltration in the stomach mucosa	HP:0410147	rdfs:label	ar	تغلغل اليوزينيات في مخاطية المعدة	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Infiltration of eosinophils in the stomach mucosa, that is diagnosed by an upper endoscopy and microscopy that shows more than 20 eosinophils per high-power field in association with peripheral eosinophilia and the absence of secondary cause of eosinophilia.	HP:0410147	IAO:0000115	ar	تغلغل الخلايا الحمضية في مخاطية المعدة، الذي يتم تشخيصه بواسطة التنظير العلوي والمجهر الذي يظهر أكثر من 20 خلية حمضية لكل مجال ذو قوة تكبير عالية، بالتزامن مع الحمضوفيات المحيطية وغياب السبب الثانوي للحمضوفيات.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Idiopathic anaphylaxis	HP:0410148	rdfs:label	ar	التأق مجهول السبب	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A rare form of anaphylaxis for which triggers cannot be identified despite a detailed history and careful diagnostic assessment.	HP:0410148	IAO:0000115	ar	شكل نادر من التأق حيث لا يمكن التعرف على المحفزات رغم التاريخ المفصل والتقييم التشخيصي الدقيق.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Drug-induced anaphylaxis	HP:0410149	rdfs:label	ar	الحساسية المفرطة الدوائية	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A form of anaphylaxis that is triggered by intake of drugs or medications.	HP:0410149	IAO:0000115	ar	نوع من الحساسية المفرطة التي تحدث نتيجة تناول الأدوية أو العقاقير.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Eosinophilic microabscess formation in the esophagus	HP:0410152	rdfs:label	ar	تكوين الخراجات الدقيقة اليوزينية في المريء	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
